filename,idx,eng,CP1,CP2,H_donor,H_accep,HB,ionCRD,cc,co,numHB,numSHB,numCRD,C_O,pt_len,dih_gs1,dih_gs2,cp1p,cp1t,cp2p,cp2t,freq,unphy,HB_info,bond_brk,bond_uexp,CP1_f,CP2_f,H_donor_f,H_accep_f,HB_f,ionCRD_f,numHB_f,numCRD_f,C_O_f,pt_len_f,dih_gs1_f,dih_gs2_f,cp1p_f,cp1t_f,cp2p_f,cp2t_f,HB_info_f,E
aMal128_TSdh_nn_321_2,4938,-1459.8803,OH5,OS2,1,2,"[3_0,9_11,10_7]","[1,6,0]",-1,2,3,1,3,2.189,"[1.661, 0.984]",82.4,150.0,336.1,66.7,339.0,90.9,0,0,"[[7.3,4.53,116.0],[8.05,3.93,146.3],[7.78,4.61,122.8]]","[[[1, 1],'H_O',1.661,'OH'],[[2, 2],'C_O',2.189,'CO']]",[],OH5,OS2,1,2,"[3_0,9_11,10_7]","[1,6,0]",3,3,2.197,"[1.585, 1.001]",93.6,154.9,326.7,66.5,336.5,92.1,"[[8.07,5.55,110.0],[7.92,3.86,145.3],[7.9,4.88,119.4]]",383.1
aMal454_TSdh_nn_018_0,89,-1459.9385,OS2,3S1,2,1,"[9_11,10_7,11_50]","[2,11,50]",-1,1,3,0,3,2.835,"[1.756, 0.956]",122.4,75.0,321.6,104.1,20.2,92.0,0,0,"[[8.29,4.66,130.2],[8.01,4.95,119.7],[8.07,4.35,133.9]]","[[[1, 1],'C_O',2.835,'CO'],[[2, 2],'H_O',1.756,'OH']]",[],3E,3S1,2,1,"[2_1,3_6,10_7,11_1]","[2,9,11,50]",4,4,2.39,"[1.319, 1.202]",158.5,78.3,3.8,114.6,21.8,89.6,"[[5.68,1.2,161.6],[7.37,3.38,149.2],[8.36,5.31,118.5],[7.55,3.34,155.4]]",230.3
aMal150_TSdh_nn_067_1,2970,-1459.8970000000006,4C1,1C4,3,2,"[9_11,10_13]","[3,9,50]",3,2,2,1,3,2.116,"[2.406, 0.94]",278.6,30.0,151.5,10.5,262.0,168.3,0,0,"[[8.19,4.42,134.3],[7.54,3.3,159.4]]","[[[3, 4],'C_C',1.762,'bb'],[[2, 2],'C_O',2.116,'CO'],[[3, 3],'H_O',2.406,'OH']]",[],4C1,1C4,3,2,"[9_11,10_13]","[3,9,7,50]",2,4,2.096,"[2.276, 0.946]",276.5,75.5,170.6,10.6,268.8,163.8,"[[7.59,3.75,140.7],[7.65,3.38,159.6]]",339.2
aMal435_TSdh_nn_290_1,985,-1459.9152,E1,5S1,1,2,"[11_50,13_10]","[1,11,50]",-1,2,2,2,3,1.9369999999999998,"[2.298, 0.945]",97.3,105.0,56.6,59.7,86.3,86.3,0,0,"[[7.82,3.85,143.0],[8.05,4.01,143.1]]","[[[1, 1],'H_O',2.298,'OH'],[[2, 2],'C_O',1.937,'CO']]",[],B14,1C4,1,2,"[3_6,9_50,13_10]","[1,9,11,7]",3,4,1.952,"[2.2, 0.946]",167.5,68.9,45.6,72.6,161.4,170.3,"[[7.78,3.57,152.9],[6.46,4.39,106.2],[7.53,3.68,141.7]]",291.4
aMal376_TSdh_nn_279_0,6420,-1459.8557,2SO,3S1,1,2,"[3_2,10_7,11_9,11_50,13_10]","[1,0]",-1,2,5,2,2,2.358,"[1.835, 0.956]",76.9,60.0,157.2,89.3,21.1,90.1,0,0,"[[8.61,5.47,119.2],[7.75,4.83,117.8],[9.16,6.06,117.1],[8.45,4.46,138.6],[8.17,3.86,153.4]]","[[[1, 1],'H_O',1.835,'OH'],[[2, 2],'C_O',2.358,'CO']]",[],2SO,3S1,1,2,"[3_2,10_7,11_9,11_50,13_10]","[1,0]",5,2,2.339,"[1.818, 0.957]",95.8,62.8,153.4,89.0,21.0,91.2,"[[8.62,5.42,120.4],[7.87,5.08,115.3],[8.78,4.88,134.3],[8.22,4.79,126.3],[8.46,4.28,144.6]]",447.6
aMal195_TSdh_nn_127_2,1070,-1459.914,E1,5S1,1,2,"[3_6,11_50,13_10]","[1,11,50]",-1,2,3,3,3,1.9769999999999999,"[2.292, 0.943]",91.9,90.0,50.1,69.5,89.8,87.5,0,0,"[[8.11,3.87,149.7],[7.73,3.73,145.2],[8.7,4.34,148.4]]","[[[1, 1],'H_O',2.292,'OH'],[[2, 2],'C_O',1.977,'CO']]",[],E1,3S1,1,2,[3_6],"[1,9,11,50]",1,4,2.016,"[2.048, 0.954]",94.2,69.6,46.2,71.0,24.2,87.9,"[[8.06,3.78,152.5]]",294.6
aMal251_TSdh_nn_084_2,2179,-1459.9044,5S1,5S1,1,2,"[2_3,3_6,10_13]","[1,11,0,50]",-1,0,3,2,4,2.085,"[3.692, 0.937]",74.9,120.0,86.4,79.5,87.2,78.2,0,0,"[[6.62,3.71,120.8],[7.48,3.64,141.5],[8.53,4.47,140.0]]","[[[0, 1],'C_O',2.085,'bb'],[[1, 1],'H_O',3.692,'OH'],[[2, 2],'C_O',1.743,'CO']]",[],5S1,5S1,1,2,"[2_3,3_6,10_13]","[1,11,0,7,50]",3,5,2.033,"[3.719, 0.937]",159.2,114.6,90.7,79.0,104.7,87.7,"[[6.62,3.72,120.8],[8.0,4.18,136.6],[8.31,4.38,137.8]]",319.8
aMal236_TSdh_nn_127_0,1035,-1459.9143,E1,3S1,1,2,"[3_6,11_50]","[1,9,50]",-1,2,2,2,3,1.9769999999999999,"[2.292, 0.943]",91.9,60.0,50.1,69.5,35.3,88.1,0,0,"[[8.11,3.87,149.7],[7.67,3.74,143.4]]","[[[1, 1],'H_O',2.292,'OH'],[[2, 2],'C_O',1.977,'CO']]",[],E1,3S1,1,2,[3_6],"[1,9,11,50]",1,4,2.009,"[2.086, 0.952]",94.1,70.5,46.5,70.6,24.2,88.0,"[[8.12,3.83,152.1]]",293.8
aMal206_TSdh_nn_127_2,1119,-1459.9136,E1,5S1,1,2,"[3_6,11_50]","[1,11,50]",-1,2,2,2,3,1.9769999999999999,"[2.292, 0.943]",91.9,90.0,50.1,69.5,87.4,86.8,0,0,"[[8.11,3.87,149.7],[7.91,3.94,142.3]]","[[[1, 1],'H_O',2.292,'OH'],[[2, 2],'C_O',1.977,'CO']]",[],E1,3S1,1,2,[3_6],"[1,9,11,50]",1,4,2.01,"[2.081, 0.952]",94.3,70.3,46.6,70.6,23.4,88.7,"[[8.11,3.82,152.0]]",295.6
aMal128_TSdh_nn_181_2,6318,-1459.8599,1HO,OS2,1,2,"[2_50,9_11,10_7]","[1,2,0]",-1,2,3,2,3,2.274,"[3.547, 0.93]",163.0,180.0,191.8,153.0,339.0,90.9,0,0,"[[7.54,3.53,146.4],[8.05,3.93,146.3],[7.78,4.61,122.8]]","[[[1, 1],'H_O',3.547,'OH'],[[2, 2],'C_O',2.274,'CO']]",[],1C4,OS2,1,2,"[2_50,9_11,10_7]","[1,2,0]",3,3,2.312,"[3.646, 0.932]",130.3,184.4,187.1,158.1,335.0,90.4,"[[7.13,3.25,146.1],[8.14,4.09,142.9],[7.8,4.79,119.4]]",436.6
aMal269_TSdh_nn_090_2,3929,-1459.8897,1C4,OS2,1,2,"[2_50,9_11,11_13]","[1,6,0]",-1,2,3,2,3,1.9380000000000002,"[3.03, 0.935]",172.6,180.0,109.1,161.2,332.1,91.0,0,0,"[[7.41,3.71,137.0],[8.34,4.2,144.0],[8.31,4.76,128.3]]","[[[1, 1],'H_O',3.03,'OH'],[[2, 2],'C_O',1.938,'CO']]",[],1C4,OS2,1,2,"[2_50,9_11,11_13]","[1,6,0]",3,3,1.936,"[2.907, 0.937]",124.0,188.0,112.1,164.8,328.3,93.5,"[[7.28,3.41,143.4],[8.34,4.25,142.2],[8.31,4.88,125.7]]",358.4
aMal276_TSdh_nn_072_0,2864,-1459.8984,5S1,5S1,1,2,"[1_2,9_50,13_10]","[1,0,50]",-1,2,3,2,3,2.104,"[1.477, 1.059]",77.0,60.0,101.5,97.8,84.9,92.0,0,0,"[[5.8,1.06,147.4],[7.59,4.9,114.3],[8.55,4.54,138.6]]","[[[1, 1],'H_O',1.477,'OH'],[[2, 2],'C_O',2.104,'CO']]",[],5S1,5S1,1,2,"[9_1,9_50,13_10]","[1,11,0,50]",3,4,2.0869999999999997,"[1.701, 0.985]",80.0,97.6,95.9,93.7,84.7,96.1,"[[8.52,3.82,169.2],[7.26,5.26,103.6],[8.63,4.8,133.3]]",335.5
aMal247_TSdh_nn_025_0,120,-1459.9375,3E,3S1,2,1,"[2_1,9_50,11_1]","[1,2,11,50]",-1,1,3,1,4,2.296,"[1.327, 1.192]",151.5,75.0,11.7,115.1,37.3,85.5,0,0,"[[5.5,1.19,151.4],[7.48,4.7,116.2],[7.25,5.05,107.1]]","[[[1, 1],'C_O',2.296,'CO'],[[2, 2],'H_O',1.327,'OH']]",[],3E,3S1,2,1,"[2_1,11_1]","[2,9,11,50]",2,4,2.34,"[1.376, 1.143]",159.3,80.1,13.7,120.0,28.0,89.7,"[[5.79,1.14,159.2],[7.46,3.34,152.6]]",232.9
aMal251_TSdh_nn_165_1,2772,-1459.8991,E1,5S1,1,2,[10_13],"[1,50]",-1,2,1,1,2,1.9340000000000002,"[2.2, 0.948]",96.2,45.0,50.0,66.0,87.2,78.2,0,0,"[[8.53,4.47,140.0]]","[[[1, 1],'H_O',2.2,'OH'],[[2, 2],'C_O',1.934,'CO']]",[],E1,5S1,1,2,"[2_3,3_7,6_0,10_13]","[1,9,50]",4,3,1.882,"[2.936, 0.936]",59.8,39.5,58.7,53.8,87.4,84.1,"[[8.11,5.67,109.0],[10.28,6.01,134.8],[7.82,5.92,102.0],[8.25,4.27,139.6]]",333.7
aMal30_TSdh_nn_184_2,4947,-1459.8803,3S1,1S5,1,2,"[1_2,3_0,6_0,9_2,9_50,11_13]","[1,2,50]",-1,2,6,2,3,2.164,"[1.388, 1.126]",87.0,135.0,16.2,77.1,272.0,86.8,0,0,"[[5.53,1.13,147.3],[6.62,3.6,123.9],[7.9,6.11,100.4],[9.16,5.54,126.4],[7.32,4.89,110.5],[7.67,3.95,136.8]]","[[[1, 1],'H_O',1.388,'OH'],[[2, 2],'C_O',2.164,'CO']]",[],3S1,1S5,-1,-1,"[1_2,3_0,6_0,9_2,11_13]","[2,9,7,50]",5,4,2.283,"[0, 0]",95.0,159.1,19.3,76.7,257.4,92.0,"[[6.03,2.16,159.0],[6.37,3.51,121.0],[7.84,5.93,102.0],[7.23,3.29,146.8],[7.41,3.85,134.0]]",383.1
aMal204_TSdh_nn_181_1,1053,-1459.9141,1HO,1C4,1,2,"[2_50,11_9,11_7]","[1,2,0]",-1,2,3,1,3,2.274,"[3.547, 0.93]",163.0,-0.0,191.8,153.0,196.8,176.1,0,0,"[[7.54,3.53,146.4],[8.09,4.78,124.3],[8.51,6.36,104.5]]","[[[1, 1],'H_O',3.547,'OH'],[[2, 2],'C_O',2.274,'CO']]",[],25B,1C4,1,2,"[1_2,6_3,9_11]","[1,9,0,7,50]",3,5,2.094,"[1.407, 1.103]",167.8,78.2,106.7,102.7,252.2,169.7,"[[5.64,1.1,149.8],[6.69,4.31,111.0],[7.37,3.72,136.6]]",294.3
aMal350_TSdh_nn_097_1,1878,-1459.9069,5S1,3S1,1,2,"[3_2,9_50,10_7,11_9,13_10]","[1,0,50]",-1,0,5,1,3,1.824,"[2.514, 0.943]",77.7,45.0,90.1,79.4,22.4,90.5,0,0,"[[8.5,6.19,106.8],[7.21,5.31,102.7],[7.72,4.84,117.3],[8.09,6.07,103.3],[8.09,3.89,149.1]]","[[[0, 1],'C_O',1.824,'bb'],[[1, 1],'H_O',2.514,'OH'],[[2, 2],'C_O',1.935,'CO']]",[],E1,3S1,1,2,[10_13],"[1,9,11,50]",1,4,1.979,"[2.078, 0.958]",94.7,76.7,52.0,62.9,21.1,87.3,"[[7.69,3.46,156.0]]",313.2
aMal242_TSdh_nn_081_0,1626,-1459.9093,5S1,1C4,1,2,"[2_3,3_6,9_50,11_9]","[1,0,50]",-1,0,4,2,3,2.0469999999999997,"[2.845, 0.94]",79.1,60.0,87.0,80.0,218.1,175.8,0,0,"[[6.96,4.11,118.6],[7.5,3.67,140.8],[7.26,4.73,112.4],[7.91,4.07,138.1]]","[[[0, 1],'C_O',2.047,'bb'],[[1, 1],'H_O',2.845,'OH'],[[2, 2],'C_O',1.782,'CO']]",[],5S1,1C4,1,2,"[2_3,3_6,9_11]","[1,9,0,50]",3,4,1.989,"[2.743, 0.941]",144.8,58.6,90.6,79.5,247.1,172.3,"[[7.03,4.21,117.7],[7.94,4.12,137.0],[7.51,3.55,145.2]]",306.9
aMal443_TSdh_nn_025_0,109,-1459.9378,3E,3S1,2,1,"[2_1,9_50,13_7]","[1,2,11,50]",-1,1,3,1,4,2.296,"[1.327, 1.192]",151.5,75.0,11.7,115.1,28.7,89.8,0,0,"[[5.5,1.19,151.4],[7.13,4.49,114.8],[7.46,5.22,107.4]]","[[[1, 1],'C_O',2.296,'CO'],[[2, 2],'H_O',1.327,'OH']]",[],3E,3S1,2,1,"[2_1,11_1]","[2,9,11,50]",2,4,2.33,"[1.35, 1.17]",159.8,77.2,11.8,118.7,25.1,89.2,"[[5.73,1.17,159.4],[7.44,3.28,154.9]]",232.1
aMal77_TSdh_nn_356_0,2034,-1459.9056,E3,1C4,-1,-1,"[2_1,9_11,13_7]","[1,2,3]",-1,1,3,2,3,2.511,"[0, 0]",57.3,120.0,179.2,49.3,235.8,174.2,0,0,"[[5.42,1.66,150.2],[7.9,4.06,138.3],[7.77,5.26,111.0]]","[[[1, 1],'C_O',2.511,'CO']]",[],E3,1C4,-1,-1,"[2_1,3_13,9_11]","[1,2,3]",3,3,2.6189999999999998,"[0, 0]",76.3,42.2,183.1,49.2,253.6,170.7,"[[5.49,1.78,149.8],[7.49,3.23,159.8],[8.01,4.29,134.1]]",316.6
aMal269_TSdh_nn_067_2,4875,-1459.8813,4C1,OS2,3,2,"[9_11,11_13]","[3,50]",3,2,2,1,2,2.116,"[2.406, 0.94]",278.6,135.0,151.5,10.5,332.1,91.0,0,0,"[[8.34,4.2,144.0],[8.31,4.76,128.3]]","[[[3, 4],'C_C',1.762,'bb'],[[2, 2],'C_O',2.116,'CO'],[[3, 3],'H_O',2.406,'OH']]",[],4C1,OS2,3,2,"[9_11,11_13]","[3,7,50]",2,3,2.097,"[3.682, 0.934]",308.2,156.8,179.3,16.1,328.7,94.1,"[[8.24,4.18,142.2],[8.32,5.0,123.6]]",380.4
aMal64_TSdh_nn_025_1,735,-1459.9193,3E,4C1,2,1,"[2_1,9_50,10_9,11_10]","[1,2,50]",-1,1,4,1,3,2.296,"[1.327, 1.192]",151.5,135.0,11.7,115.1,211.9,5.4,0,0,"[[5.5,1.19,151.4],[7.36,4.93,110.5],[8.31,6.06,106.2],[7.96,5.7,106.8]]","[[[1, 1],'C_O',2.296,'CO'],[[2, 2],'H_O',1.327,'OH']]",[],3H2,25B,2,1,"[9_50,10_9]","[2,11,7,50]",2,4,2.555,"[1.755, 0.96]",175.5,113.7,328.7,115.0,119.7,88.0,"[[7.58,5.6,103.3],[8.62,6.33,106.2]]",280.7
aMal241_TSdh_nn_123_1,5570,-1459.8725,2SO,5S1,2,3,[11_50],"[1,2]",1,3,1,1,2,2.13,"[2.158, 0.95]",86.8,30.0,157.0,79.2,85.9,84.4,0,0,"[[7.8,3.83,143.6]]","[[[1, 2],'C_C',1.768,'bb'],[[2, 2],'H_O',2.158,'OH'],[[3, 3],'C_O',2.13,'CO']]",[],4C1,5S1,2,3,[11_50],"[1,2]",1,2,2.4330000000000003,"[2.096, 0.944]",61.6,107.1,182.8,4.1,90.3,87.0,"[[7.87,4.01,139.5]]",403.5
aMal40_TSdh_nn_018_2,1615,-1459.9094,OS2,OS2,2,1,"[9_11,13_7]","[2,50]",-1,1,2,1,2,2.835,"[1.756, 0.956]",122.4,195.0,321.6,104.1,333.8,91.9,0,0,"[[8.22,4.06,145.7],[7.65,5.39,107.3]]","[[[1, 1],'C_O',2.835,'CO'],[[2, 2],'H_O',1.756,'OH']]",[],OS2,OS2,2,1,"[3_9,9_11,13_7]","[2,7,50]",3,3,2.822,"[1.717, 0.964]",75.8,253.1,318.0,100.9,319.5,103.6,"[[9.4,5.82,124.7],[7.94,3.95,142.6],[8.04,6.1,102.2]]",306.7
aMal281_TSdh_nn_125_1,4173,-1459.8879,1S3,OS2,1,2,"[9_50,11_9]","[1,6,0]",-1,2,2,0,3,2.024,"[2.332, 0.945]",53.7,30.0,210.4,83.9,331.1,92.3,0,0,"[[6.7,4.26,112.3],[8.37,4.74,130.0]]","[[[1, 1],'H_O',2.332,'OH'],[[2, 2],'C_O',2.024,'CO']]",[],1S3,OS2,1,2,"[3_7,9_50,11_9]","[1,6,0]",3,3,2.004,"[2.355, 0.945]",70.0,32.8,206.1,90.3,331.1,90.2,"[[8.13,4.23,138.1],[6.92,5.14,101.2],[8.5,4.92,128.2]]",363.1
aMal351_TSdh_nn_015_0,317,-1459.9311,3OB,4C1,3,2,"[2_1,11_13]","[3,6,0]",-1,2,2,1,3,1.87,"[3.851, 0.954]",85.4,60.0,348.1,87.3,24.6,2.7,0,0,"[[6.28,3.81,113.8],[7.52,3.83,137.2]]","[[[2, 2],'C_O',1.87,'CO'],[[3, 3],'H_O',3.851,'OH']]",[],3OB,4C1,3,2,"[2_1,9_10,10_11,11_13]","[3,6,0]",4,3,1.875,"[3.998, 0.973]",79.1,86.0,351.7,84.8,170.2,4.2,"[[6.31,3.79,114.9],[7.82,5.77,103.9],[7.96,5.92,103.8],[7.49,3.93,133.4]]",249.7
aMal66_TSdh_nn_187_2,1682,-1459.9088,3S1,2SO,-1,-1,"[1_2,3_6,3_0,9_2,9_50,10_11]","[1,2,50]",-1,2,6,3,3,2.253,"[0, 0]",93.2,135.0,25.9,79.2,160.9,85.8,0,0,"[[5.52,1.83,150.5],[7.37,3.27,150.3],[6.94,4.85,104.7],[7.4,3.66,139.5],[6.61,4.22,111.7],[8.59,6.36,105.5]]","[[[2, 2],'C_O',2.253,'CO']]",[],3S1,OS2,-1,-1,"[1_2,3_6,9_2,9_50,11_9]","[1,13,7,50]",5,4,2.2030000000000003,"[0, 0]",98.6,170.6,31.8,87.5,323.1,95.2,"[[5.67,1.85,157.2],[6.7,2.71,155.7],[7.05,2.77,171.3],[8.09,5.9,104.2],[8.75,5.17,127.2]]",308.2
aMal213_TSdh_nn_080_2,3048,-1459.8964,5S1,5S1,1,2,[2_3],"[1,11,0,50]",-1,0,1,0,4,2.0469999999999997,"[3.685, 0.936]",77.5,120.0,91.0,78.8,87.6,79.2,0,0,"[[6.38,3.63,118.5]]","[[[0, 1],'C_O',2.047,'bb'],[[1, 1],'H_O',3.685,'OH'],[[2, 2],'C_O',1.779,'CO']]",[],5S1,5S1,1,2,"[2_3,3_9]","[1,11,0,50]",2,4,2.039,"[3.836, 0.938]",107.2,141.9,96.0,76.1,95.4,76.9,"[[6.35,3.37,124.0],[8.68,4.68,136.9]]",340.8
aMal344_TSdh_nn_340_0,5270,-1459.8765,B3O,5S1,3,2,"[2_1,11_50,13_10]","[3,11,50]",3,2,3,2,3,2.023,"[2.855, 0.933]",273.9,120.0,167.4,80.7,84.7,83.8,0,0,"[[6.71,4.24,112.5],[7.71,3.75,143.7],[8.32,4.14,145.5]]","[[[3, 4],'C_C',1.846,'bb'],[[2, 2],'C_O',2.023,'CO'],[[3, 3],'H_O',2.855,'OH']]",[],B3O,5S1,3,2,"[2_1,13_10]","[3,11,7,50]",2,4,2.03,"[2.637, 0.936]",286.7,111.7,165.9,80.5,100.4,93.7,"[[6.92,4.34,113.9],[8.23,4.6,130.5]]",393.0
aMal458_TSdh_nn_127_0,1464,-1459.9105,E1,OS2,1,2,"[3_6,9_50,11_9]","[1,9,50]",-1,2,3,1,3,1.9769999999999999,"[2.292, 0.943]",91.9,60.0,50.1,69.5,331.0,91.8,0,0,"[[8.11,3.87,149.7],[6.7,4.18,113.6],[8.47,4.86,129.2]]","[[[1, 1],'H_O',2.292,'OH'],[[2, 2],'C_O',1.977,'CO']]",[],E1,OS2,1,2,"[3_6,9_11]","[1,9,50]",2,3,1.996,"[2.085, 0.952]",134.9,56.6,50.2,69.2,328.5,94.9,"[[8.18,3.9,150.8],[7.79,3.87,141.2]]",303.8
aMal269_TSdh_nn_120_1,4333,-1459.8865,OS2,OS2,1,2,"[2_50,6_0,9_11,11_13]","[1,0]",-1,2,4,2,2,1.953,"[2.982, 0.932]",93.0,-0.0,342.0,91.2,332.1,91.0,0,0,"[[6.99,3.35,138.7],[8.01,6.07,102.3],[8.34,4.2,144.0],[8.31,4.76,128.3]]","[[[1, 1],'H_O',2.982,'OH'],[[2, 2],'C_O',1.953,'CO']]",[],E4,OS2,1,2,"[2_50,3_6,9_11,11_13]","[1,0]",4,2,2.006,"[2.729, 0.934]",110.2,305.2,70.5,154.5,321.2,97.8,"[[7.44,3.56,142.7],[7.63,3.46,154.0],[8.52,4.46,139.6],[8.29,4.89,125.3]]",366.8
aMal211_TSdh_nn_187_0,2914,-1459.8977,3S1,B14,-1,-1,"[1_2,3_6,3_0,10_13,11_50]","[1,2,50]",-1,2,5,4,3,2.253,"[0, 0]",93.2,60.0,25.9,79.2,70.5,81.5,0,0,"[[5.52,1.83,150.5],[7.37,3.27,150.3],[6.94,4.85,104.7],[8.28,4.06,147.5],[7.62,3.72,143.0]]","[[[2, 2],'C_O',2.253,'CO']]",[],3S1,5S1,-1,-1,"[1_2,3_6,3_0,10_13,11_50]","[1,2,9,50]",5,4,2.244,"[0, 0]",57.0,38.4,26.6,80.8,82.8,86.5,"[[5.53,1.79,152.5],[7.2,3.13,151.2],[6.97,4.88,104.5],[7.92,3.96,142.0],[8.09,4.45,132.0]]",337.4
aMal41_TSdh_nn_072_1,1153,-1459.9134,5S1,3OB,1,2,"[1_2,9_11,10_7]","[1,9,0,50]",-1,2,3,1,4,2.104,"[1.477, 1.059]",77.0,45.0,101.5,97.8,13.9,90.8,0,0,"[[5.8,1.06,147.4],[8.2,4.9,123.6],[7.85,4.74,121.5]]","[[[1, 1],'H_O',1.477,'OH'],[[2, 2],'C_O',2.104,'CO']]",[],25B,OS2,1,2,"[1_2,6_3,9_11,10_7,11_13]","[1,9,0,50]",5,4,2.109,"[1.399, 1.114]",89.3,70.2,107.6,101.8,334.0,92.7,"[[5.65,1.11,150.8],[6.7,4.35,110.4],[7.67,3.74,142.7],[8.2,5.28,116.7],[8.47,5.17,122.6]]",296.2
aMal330_TSdh_nn_184_1,5013,-1459.8796,3S1,5S1,1,2,"[1_2,3_0,6_0,13_7]","[1,2,50]",-1,2,4,1,3,2.164,"[1.388, 1.126]",87.0,45.0,16.2,77.1,86.7,84.2,0,0,"[[5.53,1.13,147.3],[6.62,3.6,123.9],[7.9,6.11,100.4],[7.36,4.8,112.8]]","[[[1, 1],'H_O',1.388,'OH'],[[2, 2],'C_O',2.164,'CO']]",[],3S1,5S1,1,2,"[1_2,3_0,6_0,13_7]","[1,9,50]",4,3,2.1790000000000003,"[1.468, 1.062]",61.4,31.3,24.7,79.1,88.6,87.2,"[[5.87,1.06,151.4],[6.67,3.62,124.2],[7.86,5.9,102.7],[7.73,5.89,101.4]]",384.9
aMal128_TSdh_nn_001_0,460,-1459.9277,3H4,OS2,2,1,"[2_1,9_11,10_7]","[1,2,9,50]",-1,1,3,2,4,2.267,"[1.282, 1.257]",167.5,60.0,33.3,120.5,339.0,90.9,0,0,"[[5.43,1.26,151.8],[8.05,3.93,146.3],[7.78,4.61,122.8]]","[[[1, 1],'C_O',2.267,'CO'],[[2, 2],'H_O',1.282,'OH']]",[],3E,OS2,2,1,"[2_1,9_11,10_7,13_6]","[1,2,9,50]",4,4,2.295,"[1.338, 1.183]",144.8,62.5,11.0,118.9,332.5,93.0,"[[5.52,1.18,151.0],[7.72,3.76,143.1],[8.13,5.2,117.0],[7.97,3.92,144.6]]",258.6
aMal217_TSdh_nn_187_2,3081,-1459.8962,3S1,5S1,-1,-1,"[1_2,3_6,3_0,11_50]","[1,2,11,50]",-1,2,4,3,4,2.253,"[0, 0]",93.2,105.0,25.9,79.2,89.5,80.8,0,0,"[[5.52,1.83,150.5],[7.37,3.27,150.3],[6.94,4.85,104.7],[8.3,4.28,140.4]]","[[[2, 2],'C_O',2.253,'CO']]",[],3S1,25B,-1,-1,"[1_2,3_6,3_0]","[1,2,11,50]",3,4,2.254,"[0, 0]",120.1,154.0,28.2,81.2,120.4,83.2,"[[5.63,1.86,154.8],[7.17,3.12,151.1],[6.91,4.86,104.1]]",341.3
aMal11_TSdh_nn_184_0,4564,-1459.8846,3S1,1S3,1,2,"[1_2,3_0,6_0,10_11,13_7]","[1,2,50]",-1,2,5,1,3,2.164,"[1.388, 1.126]",87.0,60.0,16.2,77.1,209.0,88.7,0,0,"[[5.53,1.13,147.3],[6.62,3.6,123.9],[7.9,6.11,100.4],[7.53,5.33,106.6],[7.72,5.26,110.3]]","[[[1, 1],'H_O',1.388,'OH'],[[2, 2],'C_O',2.164,'CO']]",[],3S1,1S3,1,2,"[1_2,3_0,6_0,9_10,10_11]","[1,2,9,50]",5,4,2.161,"[1.367, 1.142]",140.2,52.3,18.1,76.6,200.9,89.1,"[[5.51,1.14,148.9],[6.63,3.62,123.4],[7.75,5.81,102.6],[8.31,6.09,105.7],[7.67,5.69,103.2]]",371.8
aMal66_TSdh_nn_273_2,4316,-1459.8865,4C1,2SO,1,2,"[9_50,10_11]","[1,6]",-1,2,2,0,2,2.056,"[2.33, 0.946]",69.4,120.0,28.6,16.3,160.9,85.8,0,0,"[[6.61,4.22,111.7],[8.59,6.36,105.5]]","[[[1, 1],'H_O',2.33,'OH'],[[2, 2],'C_O',2.056,'CO']]",[],4C1,2SO,1,2,"[3_9,9_10]","[1,6]",2,2,2.105,"[2.337, 0.937]",124.7,120.7,22.9,18.9,156.8,83.2,"[[7.83,3.39,167.3],[7.26,4.76,111.8]]",366.8
aMal163_TSdh_nn_181_2,6394,-1459.8571,1HO,1S3,1,2,"[2_50,10_11,11_13]","[1,2,0]",-1,2,3,1,3,2.274,"[3.547, 0.93]",163.0,180.0,191.8,153.0,211.4,88.1,0,0,"[[7.54,3.53,146.4],[7.54,5.2,108.6],[7.99,4.5,128.7]]","[[[1, 1],'H_O',3.547,'OH'],[[2, 2],'C_O',2.274,'CO']]",[],EO,1S3,1,2,"[2_50,9_10,10_11,11_13]","[1,2,0]",4,3,2.271,"[3.556, 0.928]",131.4,171.6,190.7,155.7,200.9,82.6,"[[7.25,3.27,148.4],[8.08,5.75,107.6],[7.65,5.44,106.5],[8.2,4.88,124.0]]",444.0
aMal344_TSdh_nn_181_1,6457,-1459.8524,1HO,5S1,1,2,"[2_50,11_50,13_10]","[1,2,0]",-1,2,3,3,3,2.274,"[3.547, 0.93]",163.0,165.0,191.8,153.0,84.7,83.8,0,0,"[[7.54,3.53,146.4],[7.71,3.75,143.7],[8.32,4.14,145.5]]","[[[1, 1],'H_O',3.547,'OH'],[[2, 2],'C_O',2.274,'CO']]",[],EO,5S1,1,2,"[2_50,11_50,13_10]","[1,2,0]",3,3,2.329,"[3.566, 0.929]",177.4,183.2,182.7,152.8,88.8,87.9,"[[7.42,3.38,148.8],[7.92,3.9,144.3],[8.19,4.41,134.6]]",456.3
